,ref,prd
1758,['34_45)'],"['34_45)', '34_44)', '3_15.5.2.Guidance.1', '39_2.9', '19_166).e)', '34_42)', '19_146)', '1_9.3.1A', '7_3.3.31.(3)', '3_14.7.7.Guidance.1']"
1759,"['7_6.6.1', '7_6.6.2']","['7_6.6.1', '7_6.6.4', '10_1.1.4', '13_1.1.1.Guidance.6.', '10_6.5.3', '7_6.6.5', '6_PART 5.16.3.8', '3_15.9.6.Guidance.3.', '13_3.6A.8.Guidance', '3_14.11.9.Guidance.2.']"
1760,['17_Part 19.Chapter 2.233.(3)'],"['27_7.7.2', '17_Part 19.Chapter 2.233.(3)', '7_8.13.1', '27_8.5.2', '27_8.6.2', '17_Part 18.218.(1)', '17_Part 15.191.(3)', '17_Part 15.192.(3)', '27_6.2.6', '17_Part 20.236.(2)']"
1761,['31_58)'],"['31_58)', '30_113)', '30_110)', '31_55)', '31_54)', '30_109)', '11_APP 7.A7.1.3', '30_83)', '10_3.5.11', '30_84)']"
1762,['14_Part 6.Chapter 2.49.(7)'],"['14_Part 6.Chapter 2.49.(7)', '40_2.', '14_Part 6.Chapter 2.50.(1)', '40_6.2.', '27_11.1.2', '19_43)', '14_Part 6.Chapter 2.50.(2)', '14_Part 6.Chapter 2.52.(5)', '14_Part 6.Chapter 1.45.(2)', '16_Part 4.11.(1)']"
1763,['30_66)'],"['30_56)', '30_55)', '30_58)', '30_57)', '30_62)', '11_11.7.3', '11_11.7.6', '30_59)', '30_64)', '11_11.7.4']"
1764,['13_6.Introduction.Guidance.2.'],"['13_6.Introduction.Guidance.2.', '13_6.12.2', '13_6.12A.4.Guidance.4.', '13_6.12A.4.Guidance.3.', '13_6.12A.4', '13_6.12A.4.Guidance.2.', '3_5.6.2', '3_5.6.1', '13_6.12.2.Guidance.1.', '3_5.6']"
1765,['34_49)'],"['34_49)', '6_PART 5.12.3.10', '19_160)', '34_62)', '19_139)', '7_APP1.A1.1.Guidance.15.', '34_59)', '19_140)', '34_24)', '34_25)']"
1766,['17_Part 12.Chapter 3.148.(1)'],"['17_Part 12.Chapter 3.144.', '17_Part 12.Chapter 3.143.', '17_Part 12.Chapter 3.148.(1)', '17_Part 12.Chapter 3.148.(3)', '17_Part 12.Chapter 3.146.(2)', '17_Part 12.Chapter 3.142.(2)', '17_Part 12.Chapter 3.146.(6)', '17_Part 12.Chapter 3.144.(1)', '27_2.5.1', '13_6.10.Guidance']"
1767,['6_PART 5.13.3.6.(1)'],"['6_PART 5.13.3.17', '11_7.2.3.(2)', '28_27)', '7_3.3.41.(2)', '6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.9', '6_PART 5.12.13.4.(1)', '6_PART 5.13.3.3.Guidance.3', '6_PART 5.17.1.5.(4)', '6_APP 4.Guidance.Pricing_and_valuation_checks_by_oversight_arrangement.24', '27_2.5.8']"
1768,"['3_3.8.18', '1_8.4.1.Guidance.4.', '3_3.8.9']","['1_8.4.1.Guidance.4.', '1_7.1.3.Guidance on high-risk customers .4.', '20_1.1.', '1_7.1.3.(1)', '12_APP2.A2.6.Guidance.9.', '1_8.6.1', '27_7.5.2', '13_4.13.1.Guidance', '27_7.4.2', '6_PART 2.4.1.9.Guidance.2']"
1769,"['28_10)', '28_11)']","['28_116)', '28_28)', '28_64)', '28_119)', '28_10)', '28_117)', '28_185)', '28_65)', '28_77)', '11_7.2.1']"
1770,['1_8.1.2.(2)'],"['1_8.1.2.(2)', '1_8.6.1', '1_9.1.1.(5)', '1_8.4.1', '1_8.4.1.Guidance.1.', '1_14.4.1.Guidance.2.', '1_7.Guidance.4.', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_7.Guidance.1.', '1_14.2.3.Guidance.8.']"
1771,['1_2.Guidance.3.'],"['1_2.Guidance.3.', '1_2.Guidance.23.', '19_43)', '33_111)', '34_60)', '1_2.Guidance.27.', '1_12.3.1', '1_2.Guidance.25.', '1_2.Guidance.1.', '40_6.2.']"
1772,['1_4.5.6'],"['1_4.5.6', '1_9.1.2.Guidance.4.', '7_8.1.4', '37_4.3', '23_3.5.2', '1_9.3.1B.Guidance.3.', '28_185)', '30_28)', '19_113)', '1_4.5.5']"
1773,['19_64)'],"['19_64)', '19_53)', '19_116)', '21_49)', '21_32)', '3_19.23.1.(1)', '3_19.23.1.(2)', '19_25)', '13_6.2.2.Governing Body responsibilities.2.', '19_76)']"
1774,['14_Part 5.Chapter 4.37.(2)'],"['14_Part 5.Chapter 4.37.(2)', '14_Part 5.Chapter 4.38.(1)', '14_Part 5.Chapter 4.38.(2)', '14_Part 5.Chapter 4.37.(1)', '14_Part 1.1.', '22_6.2.(4)', '14_Part 5.Chapter 4.36.(1)', '27_7.6.2', '14_Part 6.Chapter 2.49.(7)', '14_Part 5.Chapter 1.22.(5)']"
1775,['2_6.9.2'],"['2_6.9.2', '2_6.9.10', '2_10.3.2.(1)', '2_10.2.7', '2_2.3.10.(2)', '12_2.5.4', '10_4.13.1', '13_APP7.A7.3.2', '12_APP8.A8.9.Guidance', '2_10.3.2.(4)']"
1776,['11_9.3.12'],"['11_9.3.12', '11_9.3.9', '11_9.3.13', '11_1.2.Guidance.9.', '11_10.1.3B.(1).Guidance.1.', '11_4.9.1.Guidance', '11_APP 5.A6.2.2', '11_9.6.12', '11_9.7.4.(10)', '11_9.7.1']"
1777,['7_8.8.1.(3)'],"['7_8.8.1.Guidance', '7_8.8.1.(3)', '27_3.2.7', '10_8.2.1', '27_7.12.2', '14_Part 5.Chapter 4.35.(5)', '14_Part 5.Chapter 1.22.(5)', '27_3.2.8', '3_9.6.5', '28_35)']"
1778,['34_44)'],"['34_44)', '3_22.4.5', '34_50)', '34_26)', '34_32)', '34_42)', '34_62)', '34_39)', '34_35)', '19_154)']"
1779,['7_3.3.41.(3).Guidance.7.'],"['7_3.3.41.(3).Guidance.7.', '7_APP1.A1.1.Guidance.9.', '7_APP1.A1.2.Guidance.1.', '10_2.5.1.Guidance.2.', '11_APP 4.5.', '27_2.2.12', '7_APP1.A1.1.Guidance.15.', '13_APP4.A4.11.8.Guidance.1.', '13_APP4.A4.9.2', '13_9.2.2.Guidance']"
1780,"['33_138)', '29_3.7', '33_121)']","['33_121)', '19_172)', '33_98)', '34_103)', '33_101)', '33_135)', '19_47)', '33_26)', '33_77)', '33_81)']"
1781,['13_4.15.13'],"['13_4.15.13', '13_4.15.17.Guidance', '13_4.13.14', '13_4.13.3.Guidance.1.', '13_4.13.3.(2)', '13_4.13.16', '13_4.13.15', '13_4.14.4', '13_4.4.5.Guidance.2.', '13_APP4.A4.3.20']"
1782,['19_177)'],"['19_176)', '19_177)', '19_171)', '34_107)', '33_125)', '19_173)', '34_108)', '29_5.2', '33_126)', '19_10)']"
1783,['30_32)'],"['30_32)', '30_69)', '30_91)', '11_11.8.5', '11_11.12.3', '11_11.7.6', '30_107)', '30_64)', '11_11.9.4', '30_55)']"
1784,['13_3.6A.5.Guidance.4.'],"['13_3.6A.7.Guidance', '13_3.6A.2', '13_APP3.A3.2.Guidance.8.', '13_3.6A.5.Guidance.4.', '13_3.6A.4', '13_3.6A.3.(1)', '13_3.6A.7.(2)', '13_3.6A.7.(1)', '13_3.6A.5.Guidance.3.', '13_3.6A.1']"
1785,"['12_6.5.1', '12_6.5.3']","['17_Part 15.193.', '7_6.6.1', '12_6.7.2.(5)', '7_6.6.7', '12_6.6.6', '2_2.3.7.(6)', '7_6.6.9', '34_98)', '7_6.6.6', '10_6.3.3.Guidance.2.']"
1786,['14_Part 3.Chapter 2.12.(6)'],"['14_Part 3.Chapter 2.12.(6)', '14_Part 3.Chapter 1.9.(5)', '14_Part 3.Chapter 2.12.(5)', '14_Part 3.Chapter 1.9.(4)', '14_Schedule.Part 3', '14_Part 5.Chapter 1.26.(1)', '14_Part 4.18.(4)', '14_Part 6.Chapter 2.55.(13)', '14_Part 3.Chapter 2.10.(1)', '14_Part 6.Chapter 2.55.(14)']"
1787,['10_2.5.5'],"['10_2.5.6.Guidance', '10_2.5.5', '10_2.5.6', '10_2.2.1.Guidance', '10_2.5.1.Guidance.2.', '17_Part 12.Chapter 1.126.', '27_9.2', '27_2.2.12', '10_2.5.1.Guidance.1.', '10_2.5.1']"
1788,['17_Part 17.213.(4)'],"['17_Part 17.213.(4)', '27_6.5.6', '13_APP4.A4.6.18', '27_9.2', '27_6.3.9', '3_16.3.1', '34_45)', '19_75)', '3_15.11.1', '17_Part 17.211.(2)']"
1789,"['1_7.1.1.(3)', '12_2.3.3', '34_49)']","['1_7.1.1.(3)', '1_8.6.2.Guidance.2.', '40_SECTION V.C.1.', '1_4.5.3', '1_10.3.2.(3)', '1_8.6.1', '1_7.1.3.Guidance on high-risk customers .2.', '33_30)', '6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.13', '1_8.3.2.(3)']"
1790,['13_5.2.1.(3)'],"['7_APP1.A1.1.Guidance.1.', '7_3.3.42.(1)', '7_3.3.2.(1)', '7_8.10.14.Guidance.2.', '7_3.3.2.(3).Guidance.3.', '7_APP1.A1.2.Guidance.5.', '7_APP1.A1.2.Guidance.3.', '7_APP1.A1.1.Guidance.11.', '7_3.3.2.(3).Guidance.4.', '34_98)']"
1791,['31_94)'],"['31_94)', '30_135)', '31_95)', '28_2)', '31_93)', '31_97)', '30_136)', '33_36)', '31_96)', '31_19)']"
1792,['11_9.2.10'],"['11_9.2.10', '11_APP 4.2.', '7_6.6.8', '11_9.2.2.Guidance.3.', '11_9.2.2.Guidance.1.', '11_APP 4.1.', '11_10.1.3A.(1)', '11_9.3.2.Guidance', '11_9.2.2.Guidance.2.', '23_1.2.2']"
1793,['3_6.4.4.(a)'],"['3_6.4.4.(a)', '3_6.2.4', '3_6.4.3.Guidance.1', '3_3.4.2.(a)', '37_4.8', '3_6.5.2', '3_6.4.2.(c)', '3_6.5.3', '3_6.4.3', '3_6.4.1.(b)']"
1794,['39_4.1'],"['39_5.3', '39_3.3', '39_4.1', '37_4.11', '19_141)', '34_25)', '11_4.3.5', '19_131)', '3_3.2.1', '19_31)']"
1795,"['11_10.1.7.(2)', '30_43)']","['11_11.12.3', '30_28)', '30_44)', '30_43)', '30_57)', '30_48)', '30_66)', '30_55)', '30_107)', '30_45)']"
1796,['1_6.1.3.Guidance.4.'],"['1_6.1.3.Guidance.4.', '1_14.3.5.Guidance.2.', '1_14.2.3.Guidance.10.', '1_2.Guidance.2.', '1_3.1.1', '1_14.2.3.Guidance.2.', '1_11.1.1.Guidance.2.', '1_6.1.1', '1_2.Guidance.24.', '1_11.2.1.(2)']"
1797,['13_10.Introduction.Guidance.1.'],"['13_6.2.2.Governing Body responsibilities.2.', '13_6.4.1.Guidance.4.', '13_6.8.1.Guidance.3.', '13_6.Introduction.Guidance.1.', '13_6.2.2.Guidance.2.', '13_7.4.2.(2)', '7_8.10.14.Guidance.2.', '14_Part 4.18.(4)', '13_6.3.2.Guidance.1.', '13_9.2.2.(2)']"
1798,"['1_8.3.2.Guidance on CDD.9.', '19_76)']","['1_8.3.2.Guidance on CDD.9.', '7_3.3.40.Guidance_1', '1_6.1.3.Guidance.6.', '1_3.2.1', '1_8.3.2.Guidance on CDD.8.', '1_9.3.1B.Guidance.3.', '34_60)', '20_4.1.', '21_30)', '22_1.(14)']"
1799,"['28_54)', '9_6.1.3.(a)']","['9_6.1.3.(a)', '9_6.1.3.(b)', '9_6.5.1', '9_6.2.1.(a)', '9_6.2.6.(a)', '9_6.4.1.(a)', '9_6.5.1.Guidance.(iii)', '9_6.2.2.(a)', '9_6.1.4', '9_7.2.1']"
1800,['16_Part 2.5.(4)'],"['16_Part 2.5.(4)', '15_Part 2.5.(4)', '14_Part 5.Chapter 1.23.', '14_Part 5.Chapter 4.35.(5)', '13_APP7.A7.1.1.Guidance.3.', '23_4.3.1', '11_9.3.8.Guidance.2.', '6_PART 5.13.2.1.Guidance.3', '28_113)', '28_111)']"
1801,"['37_4.3', '19_87)', '23_3.2.6']","['23_3.2.6', '14_Part 2.4.(1)', '23_3.2.5', '21_31)', '14_Part 6.Chapter 1.45.(1)', '7_2.3.1.Guidance.3.', '37_4.12.d.', '10_2.3.14', '3_20.5.2.Guidance.1.', '6_PART 4.9.5.3.Mandatory_statement.(1)']"
1802,"['34_88)', '34_89)']","['34_89)', '34_91)', '34_84)', '34_93)', '34_94)', '34_11)', '34_8)', '34_67)', '34_92)', '34_87)']"
1803,['11_12.14.2'],"['11_11.11.2', '11_12.14.2', '30_131)', '31_101)', '30_142)', '31_34)', '30_33)', '31_88)', '30_128)', '11_12.3.1']"
1804,"['30_124)', '30_125)', '30_126)']","['30_126)', '30_121)', '31_86)', '30_16)', '30_18)', '30_15)', '31_81)', '31_80)', '11_1.2.Guidance.10.', '31_82)']"
1805,['16_Part 3.6.(2)'],"['16_Part 3.6.(2)', '16_Part 3.7.(1)', '16_Part 2.5.(1)', '15_Part 3.6.(2)', '19_43)', '16_Part 3.6.(1)', '15_Part 2.5.(1)', '33_111)', '15_Part 1.1.(1)', '40_2.']"
1806,['13_APP6.A6.2.15.(3)'],"['13_APP6.A6.2.15.(3)', '40_SECTION VII.D.4.', '13_APP6.A6.6.9.Guidance.1.', '13_APP6.A6.9.1.Guidance.5.', '30_56)', '12_APP2.A2.6.Guidance.1.', '13_APP6.A6.2.12(2)', '13_APP6.A6.7.2', '13_APP6.A6.2.15.(2)', '13_APP6.A6.5.2.(1)']"
1807,['1_2.Guidance.27.'],"['1_11.1.1.Guidance.5.', '1_11.1.1.Guidance.6.', '1_2.Guidance.26.', '1_6.1.1', '11_7.2.8', '1_2.Guidance.27.', '6_PART 5.14.1.1.(4)', '6_PART 5.15.1.2.(4)', '1_11.2.1.(3)', '14_Part 3.Chapter 2.12.(6)']"
1808,['9_6.2.3.(b)'],"['9_6.5.1', '9_6.2.3.(a)', '9_6.2.3.(b).Guidance.(i)', '9_6.2.1.(c).Guidance.(i)', '9_3.5.4.Guidance', '9_6.2.2.(a)', '9_6.1.4', '9_3.5.4', '9_3.5.3', '9_6.2.2.(b)']"
1809,"['10_4.7.7', '13_APP11.A11.1.Guidance.11.']","['13_APP11.A11.1.Guidance.11.', '13_7.4.1.(2)', '13_7.Introduction.Guidance.2.', '9_5.1.1.Guidance.(ii)', '13_7.3.1.Guidance.1.', '13_7.4.2.Guidance.1.', '13_APP2.A2.1.13', '9_5.4.1.Guidance.(iii)', '13_APP2.A2.1.11.Guidance.1.', '9_5.4.7.(b)']"
1810,['19_114)'],"['23_3.2.5', '19_113)', '3_20.5.2.Guidance.1.', '19_87)', '19_118)', '19_117)', '3_20.5.2.Guidance.2.', '19_114)', '21_31)', '37_4.3']"
1811,"['19_154)', '19_155)', '19_156)']","['19_154)', '19_155)', '19_157)', '7_3.3.42.(3).Guidance.3.', '19_168)', '7_3.3.41.(3).Guidance.10.', '19_151)', '19_146)', '19_106)', '19_159)']"
1812,['19_69)'],"['19_67)', '19_75)', '19_73)', '19_68)', '19_92)', '19_69)', '19_74)', '19_45)', '19_146)', '19_71)']"
1813,['9_6.2.3.(a)'],"['9_6.2.3.(b).Guidance.(i)', '9_3.5.4.Guidance', '9_3.5.4', '9_6.2.1.(a)', '9_3.5.2', '9_6.2.3.(a)', '9_6.5.1', '9_7.3.1', '9_6.2.1.(c).Guidance.(iii)', '9_6.1.3.(b).Guidance']"
1814,['19_80)'],"['19_80)', '19_54)', '19_55)', '19_50)', '10_2.5.1.Guidance.2.', '19_64)', '27_9.3.5', '1_7.2.4', '19_45)', '27_9.5.2']"
1815,['3_22.6.1'],"['34_24)', '34_114)', '3_22.6.1', '34_26)', '34_16)', '34_25)', '34_31)', '34_28)', '34_81)', '34_60)']"
1816,['12_APP4.A4.12.4'],"['2_6.10.2', '2_6.10.4', '12_APP4.A4.12.4', '12_APP4.A4.12.Guidance.3.', '12_APP4.A4.12.3', '2_2.3.9.(6)', '12_8.5.1.(1)', '12_APP4.A4.10.7', '12_APP4.A4.12.8', '2_2.2.3']"
1817,"['17_Part 12.Chapter 3.148.(1)', '13_6.2.1.(3)']","['17_Part 12.Chapter 3.148.(1)', '17_Part 12.Chapter 3.142.(2)', '17_Part 12.Chapter 3.141.(4)', '17_Part 12.Chapter 3.148.', '17_Part 12.Chapter 3.141.(3)', '10_4.2.1', '17_Part 12.Chapter 3.148.(3)', '17_Part 12.Chapter 3.146.(5)', '10_2.5.1.Guidance.12.', '17_Part 12.Chapter 3.146.(2)']"
1818,['19_47)'],"['19_47)', '19_45)', '19_148)', '19_48)', '33_99)', '33_77)', '33_98)', '19_49)', '33_135)', '19_106)']"
1819,['1_8.7.1.(1)'],"['1_8.7.1.(1)', '1_8.2.2.Guidance.3.', '1_4.5.1', '1_8.2.1.(5)', '1_8.1.2.Guidance.1.', '1_14.4.1.Guidance.2.', '1_14.5.1', '1_8.1.1.(4)', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_4.1.1.(5)']"
1820,['12_APP10.A10.4.2'],"['12_APP10.A10.4.2', '28_185)', '2_2.3.10.(2)', '2_2.3.10.(3)', '12_APP10.A10.4.3', '28_188)', '12_7.4.1', '6_PART 4.9.4.3', '30_141)', '31_100)']"
1821,"['11_APP 4.53.', '11_APP 4.54.']","['11_APP 4.53.', '11_APP 4.54.', '11_APP 4.55.', '11_APP 4.25.', '11_APP 4.50.', '28_185)', '11_APP 4.6.', '28_188)', '11_2.4.7', '6_PART 5.12.3.13.(5)']"
1822,"['19_130)', '19_132)']","['19_132)', '19_103)', '19_130)', '33_61)', '3_17.7.1', '19_131)', '19_46)', '19_32)', '19_23)', '19_31)']"
1823,['33_102)'],"['33_43)', '29_1.3', '33_102)', '33_16)', '33_88)', '33_81)', '29_1.1', '19_1)', '29_5.2', '33_78)']"
1824,['11_9.2.10'],"['11_9.2.10', '11_APP 4.2.', '11_APP 4.4.', '11_APP 4.1.', '11_9.2.2.Guidance.3.', '11_APP 4.3.', '11_9.2.2.Guidance.1.', '11_10.1.4.Guidance.2.', '28_180)', '28_34)']"
1825,['18_3.2'],"['5_6.3.2', '5_6.5.3', '5_6.6.2', '5_6.1.2', '5_9.5.2', '5_5.1.4', '5_9.5.4', '5_6.3.3', '5_6.5.2', '5_4.1.3']"
1826,"['1_7.1.1.(2)', '27_3.2.19']","['1_7.1.1.(2)', '1_8.1.2.Guidance.2.', '1_6.1.3.Guidance.6.', '1_7.1.3.(1)', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_7.1.2.(1)', '1_7.1.3.Guidance on high-risk customers .1.', '1_7.1.3.Guidance on low-risk customers', '1_7.1.1.(1)', '1_2.Guidance.8.']"
1827,"['6_PART 5.13.3.12', '17_Part 1.Chapter 1.1.(3)', '10_7.1.3']","['13_APP11.A11.3.Guidance.4.', '18_2.4.(a)', '28_117)', '24_2.2', '6_PART 5.12.3.10', '27_3.2.2', '12_APP9.A9.2.1', '17_Part 12.Chapter 3.147.(4)', '12_APP4.A4.12.8', '12_4.6.2']"
1828,"['1_6.2.1', '1_2.Guidance.3.']","['1_2.Guidance.3.', '7_9.1.1.Guidance.1.', '1_2.Guidance.1.', '1_1.2.1.(2)', '1_1.2.1.Guidance.3.', '1_8.7.1.Guidance.3.', '1_1.2.1.(1)', '1_1.2.1.Guidance.1.', '1_12.1.7.Guidance', '1_2.Guidance.20.']"
1829,['12_9.3.4'],"['2_10.2.5.(1)', '12_9.3.4', '12_9.4.Guidance', '7_5.2.8.(1)', '2_10.2.7', '12_APP2.A2.10.Guidance.1.', '2_10.2.6', '2_10.2.3.(2)', '2_10.1.1.(2)', '2_10.3.3.(2)']"
1830,['2_6.9.8'],"['2_6.9.8', '12_8.3.5.(2)', '2_2.2.1', '12_8.3.6', '13_8.3.5', '2_3.1.2.(2)', '13_3.1.1.Guidance.2.', '12_4.4.3', '2_3.1.4.(4)', '12_APP4.A4.8.3']"
1831,"['6_PART 8.20.3.3', '25_4.', '39_2.7']","['25_2.', '25_10.', '25_12.', '25_Definitions', '25_5.', '25_13.', '25_1.', '25_11.', '25_3.', '25_7.']"
1832,"['36_D.4.5.', '36_D.4.6.']","['36_D.1.2.', '36_D.2.1.', '36_D.2.3.', '36_D.3.1.', '36_D.2.', '36_D.2.2.', '36_D.5.7.', '36_D.3.5.', '36_D.7.1.', '36_D.7.2.']"
1833,['19_41)'],"['19_40)', '33_111)', '34_60)', '21_30)', '19_43)', '19_39)', '19_41)', '24_3.12', '19_44)', '19_42)']"
1834,['3_3.8.20'],"['3_3.8.20', '3_3.8.24', '39_4.4', '39_4.7', '3_3.8.1.Guidance.2', '3_3.8.22.Guidance.1', '3_3.8.1', '3_3.8.18.Guidance.1', '3_3.8.24.Guidance.1', '6_PART 8.20.4.5']"
1835,"['7_5.3.6', '7_5.3.8']","['27_3.2.16', '19_45)', '12_APP2.A2.14.Guidance.6.', '33_108)', '33_113)', '1_2.Guidance.27.', '27_7.5.2', '24_3.17', '28_171)', '12_8.2.1']"
1836,['6_PART 5.13A.6.1'],"['6_PART 5.13A.6.1', '13_4.9.3.Guidance.1.', '13_4.12.17', '13_APP4.A4.1.Guidance.66.', '13_4.4.5.Guidance.2.', '13_4.4.5.Guidance.1.', '13_APP4.A4.1.Guidance.1.', '13_3.21.2', '3_7.11.12', '13_APP4.A4.1.Guidance.72.']"
1837,"['7_9.12.4.(1)', '7_9.12.4.(3)']","['7_9.13.1', '27_3.3.2', '7_9.12.4.(1)', '1_11.2.1.(5)', '7_9.1.1.Guidance.4.', '1_3.1.1', '17_Schedule 1.Part 2.Chapter 14.67.(5)', '27_6.1.4', '7_9.6.4', '7_9.7.2.Guidance']"
1838,['4_4.3.2.Guidance.2.'],"['4_4.3.2.Guidance.2.', '22_1.(11)', '19_16)', '19_138)', '19_178)', '19_2)', '19_166).c)', '19_140)', '33_13)', '19_125)']"
1839,"['1_8.1.2.(2)', '13_10.Introduction.Guidance.1.']","['19_45)', '1_8.6.2.Guidance.4.', '37_4.9', '1_8.2.2.Guidance.1.', '1_2.Guidance.8.', '3_18.4.1', '1_8.1.2.(2)', '1_7.Guidance.3.', '1_8.3.1.(1)', '27_2.3.3']"
1840,['1_11.2.1.Guidance.11.'],"['1_11.2.1.Guidance.11.', '34_26)', '34_100)', '34_25)', '34_50)', '34_10)', '34_62)', '34_29)', '10_4.9.1', '34_65)']"
1841,"['19_104)', '27_3.2.19']","['19_18)', '19_104)', '19_132)', '19_17)', '19_133)', '19_28)', '19_23)', '33_2)', '33_64)', '29_5.1']"
1842,"['13_APP4.A4.1.Guidance.17.', '13_APP4.A4.1.Guidance.14.']","['13_APP4.A4.1.Guidance.14.', '10_4.10.4', '17_Part 12.Chapter 3.148.(1)', '13_4.13.3.Guidance.3.', '12_APP2.A2.6.Guidance.6.', '13_APP4.A4.1.Guidance.12.', '19_119)', '10_4.8.2', '12_APP4.A4.8.2', '3_9.2.5']"
1843,"['4_3.2.3', '13_1.1.1.Guidance.2.']","['4_3.2.3', '13_1.1.1.Guidance.2.', '13_1.1.1.(2)', '18_3.3', '18_3.2', '13_1.3.6', '37_3.4', '4_3.8.1', '4_3.8.2', '3_4.3.3.(a)']"
1844,['13_4.9.6'],"['13_4.9.6', '13_4.9.5', '13_APP10.A10.4.15', '13_4.9.7', '13_APP10.A10.4.19', '13_3.21.6.Guidance.2.', '13_APP4.A4.2.2.(1)', '13_4.Introduction.Guidance.3.', '13_3.21.6', '13_3.21.6.Guidance.1.']"
1845,['27_2.5.13'],"['3_2.6.4', '19_41)', '34_57)', '19_35)', '34_103)', '19_45)', '27_2.5.13', '19_172)', '34_54)', '19_70)']"
1846,['12_APP2.A2.14.Guidance.5.'],"['12_APP2.A2.14.Guidance.5.', '12_APP2.A2.14.Guidance.4.', '12_2.3.5', '12_2.3.4', '12_APP4.A4.10.5', '12_APP2.A2.5.Guidance.1.', '12_APP2.A2.5.Guidance.2.', '2_6.9.5', '12_APP4.A4.12.Guidance.3.', '12_APP10.A10.2.6.Guidance']"
1847,['12_5.6.9'],"['12_5.4.12', '12_5.6.9', '12_5.6.6', '12_7.3.2', '12_APP4.A4.7.Guidance', '2_2.3.7.(5)', '12_3.5.4', '12_7.3.5', '12_6.6.5', '2_8.4.4']"
1848,"['6_PART 3.7.2.2', '6_PART 4.MARKETING_OF_DOMESTIC_AND_FOREIGN_FUNDS.Guidance.1']","['6_PART 4.MARKETING_OF_DOMESTIC_AND_FOREIGN_FUNDS.Guidance.1', '39_3.2', '3_3.3.1', '27_7.12.1', '11_3.3.5', '6_PART 5.14.1.Guidance.1', '30_90)', '11_3.3.Guidance.1.', '6_PART 5.13.2.1.Guidance.2', '6_PART 5.12.3.4']"
1849,['1_8.3.2.Guidance on CDD.2.'],"['1_8.3.2.Guidance on CDD.2.', '1_8.3.2.Guidance on CDD.6.', '1_8.3.2.Guidance on CDD.1.', '19_167)', '1_9.1.1.(4)', '27_6.6.9', '23_2.2.2', '1_8.1.1.Guidance.2.', '27_6.10.2', '27_6.10.1']"
1850,['1_4.4.1'],"['1_4.4.1', '1_4.4.2', '27_3.2.2', '3_19.23.2.(3)', '1_8.2.2.Guidance.1.', '13_APP11.A11.3.Guidance.5.', '1_8.5.1.Guidance.2.', '1_11.1.1.Guidance.2.', '27_3.1.8', '1_2.Guidance.11.']"
1851,['13_APP4.A4.9.5'],"['13_APP4.A4.9.5', '13_APP4.A4.9.13', '13_APP4.A4.9.3', '13_APP4.A4.9.18', '13_APP4.A4.9.13.Guidance', '13_APP4.A4.9.4', '13_APP4.A4.9.16', '13_APP5.A5.2.3', '13_APP4.A4.9.8', '13_APP4.A4.9.14']"
1852,['27_11.2.1'],"['27_11.2.1', '33_113)', '19_46)', '27_11.1.2', '19_113)', '15_Part 2.5.(1)', '16_Part 2.5.(1)', '27_11.1.1', '27_6.1.2', '28_23)']"
1853,['14_Part 3.Chapter 1.7.(1)'],"['14_Part 3.Chapter 1.7.(1)', '14_Part 3.Chapter 1.8.(1)', '14_Part 3.Chapter 2.10.(1)', '14_Part 3.Chapter 1.9.(2)', '14_Part 3.Chapter 1.8.(2)', '14_Part 3.Chapter 1.9.(5)', '14_Part 3.Chapter 1.9.(4)', '14_Part 3.Chapter 1.8.(3)', '14_Part 3.Chapter 1.7.(2)', '14_Part 3.Chapter 1.7.(3)']"
1854,"['10_2.1.3', '10_2.3.2', '10_2.3.3']","['10_2.3.3', '10_2.5.6.Guidance', '10_2.5.1', '10_2.2.1', '10_2.4.1', '10_2.13.1', '10_2.5.1.Guidance.1.', '17_Part 13.177.(3)', '13_6.11.2.(2)', '10_2.14.4']"
1855,['21_30)'],"['19_45)', '33_111)', '34_60)', '19_43)', '24_3.13', '21_30)', '19_41)', '33_38)', '24_3.17', '33_113)']"
1856,['10_3.8.4'],"['10_3.8.4', '34_84)', '10_3.8.3.Guidance.2.', '10_2.7.2.Guidance', '10_3.9.4', '3_18.8.3', '3_21.3.5.Guidance.2.', '10_2.10.1', '33_59)', '34_42)']"
1857,['27_6.4.7'],"['27_6.4.7', '23_2.3.3', '27_6.5.4', '23_3.2.4', '29_3.5', '11_1.1.3.Guidance.8.', '27_6.6.14', '23_2.3.2', '23_3.3.2', '27_3.5.1']"
1858,"['13_APP4.A4.1.Guidance.16.', '13_APP4.A4.1.Guidance.17.', '13_APP4.A4.1.Guidance.27.']","['13_APP4.A4.1.Guidance.4.', '13_APP4.A4.1.Guidance.16.', '13_APP4.A4.1.Guidance.41.', '13_APP6.A6.9.1.Guidance.18.', '13_APP2.A2.5.Guidance.12.', '13_4.5.2', '6_PART 8.20.3.3.Guidance.5', '3_3.8.12.Guidance.3', '13_APP2.A2.5.Guidance.5.', '13_APP2.A2.5.Guidance.11.']"
