,ref,prd
1705,['13_10.Introduction.Guidance.1.'],"['13_10.Introduction.Guidance.1.', '13_APP11.A11.3.Guidance.5.', '13_APP11.A11.3.Guidance.13.', '27_3.2.15', '27_3.2.5', '27_3.2.16', '27_7.14.3', '13_10.2.Guidance.4.', '13_4.14.22', '13_5.Introduction.Guidance.3.']"
1706,['11_2.3.6.(1)'],"['11_2.3.6.(1)', '11_2.3.4.(1)', '11_2.3.6.Guidance', '11_2.4.2.Guidance.2.', '11_2.3.6.(2)', '11_2.3.7.(2)', '11_5.1.2.(1)', '11_2.3.4.(2)', '11_2.7.7', '11_2.5.Guidance.3.']"
1707,"['10_2.9.2', '1_4.3.1']","['1_4.3.1', '1_8.1.2.Guidance.1.', '1_8.5.1.Guidance.2.', '1_8.1.2.Guidance.3.', '17_Part 2.Chapter 4.15B.(5)', '1_6.2.1', '1_4.1.1.(1)', '1_8.1.1.(1)', '1_14.2.1', '1_9.1.2.Guidance.3.']"
1708,"['19_170)', '29_3.7']","['29_3.7', '17_Part 13.151.(1)', '33_14)', '19_10)', '29_5.1', '17_Part 13.163.(1)', '33_91)', '10_3.10.1', '14_Part 6.Chapter 4.64.(7)', '4_4.3.2.Guidance.1.']"
1709,"['11_1.1.3.(2)', '11_1.2.Guidance.4.']","['11_1.2.Guidance.4.', '17_Part 6.Chapter 2.83.(2)', '17_Part 6.Chapter 2.83.(1)', '11_5.2.1', '11_5.2.3.(1)', '11_5.2.6', '11_5.2.1.Guidance', '34_98)', '11_5.1.3.(1)', '11_5.2.4.(2)']"
1710,"['13_9.2.6', '13_9.3.7.(1)']","['13_9.2.6', '13_9.2.1.Guidance.2.', '13_6.3.2', '13_APP4.A4.3.23.Guidance', '13_9.2.5.(1)', '13_6.3.2.Guidance.1.', '13_9.2.2.Guidance', '12_APP2.A2.11.Guidance.2.', '13_4.3.3.Guidance.1.', '13_6.5.Guidance.3.']"
1711,['19_166).a)'],"['19_166).e)', '19_166).a)', '19_166).b)', '33_118)', '19_166).d)', '19_165)', '29_5.2', '19_10)', '33_14)', '19_166).c)']"
1712,['13_APP5.A5.4.3'],"['13_APP5.A5.4.3', '13_APP5.A5.4.2', '13_APP5.A5.4.1', '13_APP5.A5.2.1.(2)', '13_APP7', '13_APP6.A6.3.18.Guidance.1.', '13_APP5.A5.2.1.(1)', '13_APP6.A6.3.23', '13_3.5.1', '13_APP6.A6.9.2.Guidance.2.']"
1713,['17_Part 13.165.(14)'],"['17_Part 13.165.(14)', '17_Part 13.165.(12)', '17_Part 13.165.(13)', '17_Part 12.Chapter 1.134._5', '17_Part 13.165.(8)', '17_Part 12.Chapter 1.135.(5)', '14_Part 6.Chapter 1.42.(8)', '17_Part 12.Chapter 1.134._6', '6_PART 5.12.13.1', '17_Part 12.Chapter 1.135.(1)']"
1714,['12_APP2.A2.13.Guidance.2.'],"['12_APP2.A2.13.Guidance.2.', '13_APP6.A6.8.15.Guidance', '13_5.10.2.Guidance.1.', '12_2.3.1', '13_5.10.2', '13_APP6.A6.8.15.(1)', '12_APP2.A2.13.Guidance.4.', '13_APP6.A6.8.7', '13_APP6.A6.8.2.Guidance.2.', '13_5.10.1.Guidance.1.']"
1715,"['7_APP2.A2.1.1.Guidance.2.', '7_APP2.A2.1.2']","['7_APP2.A2.1.2', '7_APP2.A2.1.1.Guidance.2.', '7_APP2.A2.1.3.Guidance', '7_APP2.A2.1.2.Guidance', '7_APP2.A2.1.1', '7_APP2', '23_2.3.1', '24_3.19', '17_Part 12.Chapter 3.146.(4)', '14_Part 3.Chapter 2.12.(4)']"
1716,['12_6.6.13.Guidance'],"['17_Schedule 1.Part 3 .91.', '14_Part 4.18.(5)', '7_8.8.11.Guidance', '11_4.7.1.Guidance.2.', '11_4.6.1.Guidance', '11_3.3.2.Guidance.1.', '14_Part 3.Chapter 2.10.(5)', '14_Part 3.Chapter 1.7.(3)', '1_15.3.1', '11_2.4.1']"
1717,['19_92)'],"['19_92)', '19_28)', '19_16)', '19_29)', '19_89)', '19_91)', '19_90)', '19_27)', '29_4.3', '19_30)']"
1718,['7_8.8.4.(2).Guidance.1.'],"['7_8.8.4.(2).Guidance.1.', '7_8.8.13.(1)', '12_APP8.A8.2.2', '7_8.8.1.(1)', '7_8.8.12.Guidance.2.', '7_8.8.8.(2)', '3_3.8.1', '7_8.2.6', '7_5.6.7', '7_8.8.14.(1)']"
1719,['34_93)'],"['33_62)', '19_20)', '33_67)', '19_45)', '29_4.3', '19_92)', '19_99)', '33_12)', '33_64)', '19_35)']"
1720,['19_28)'],"['33_13)', '33_9)', '29_2.3', '4_3.17.2.Guidance.2.', '19_4)', '33_5)', '3_17.8', '3_17.', '3_17.7', '19_11)']"
1721,['17_Part 20.243.(1)'],"['17_Part 17.213.(4)', '27_11.3.2', '14_Part 6.Chapter 6.78.(3)', '17_Part 17.211.(3)', '17_Part 2.Chapter 2.13.(4)', '27_2.5.3', '7_5.2.13_2', '14_Part 5.Chapter 1.25.', '17_Part 17.209.(3)', '17_Part 21.250.(3)']"
1722,['14_Part 5.Chapter 4.35.(4)'],"['14_Part 5.Chapter 1', '14_Part 5.Chapter 4.35.(4)', '14_Part 5.Chapter 1.25.', '14_Part 6.Chapter 4.65.(5)', '14_Part 6.Chapter 2.49.(1)', '14_Part 5.Chapter 1.26.(2)', '14_Part 5.Chapter 1.26.(1)', '14_Part 5.Chapter 1.26.(4)', '14_Part 3.Chapter 3.13.(2)', '14_Part 6.Chapter 1.44.']"
1723,"['33_28)', '33_58)']","['33_132)', '33_131)', '33_88)', '33_136)', '33_91)', '33_139)', '33_68)', '33_55)', '33_90)', '33_128)']"
1724,['19_104)'],"['19_149)', '19_151)', '19_153)', '19_105)', '19_23)', '34_50)', '3_15.1.2.Guidance.3.', '19_152)', '19_133)', '19_141)']"
1725,['24_3.14'],"['24_3.14', '24_3.13', '24_3.11', '24_3.12', '10_2.9.1', '30_18)', '1_6.1.3.Guidance.3.', '1_8.3.2.Guidance on CDD.10.', '1_5.1.1.Guidance.2.', '1_8.1.2.Guidance.3.']"
1726,['14_Part 5.Chapter 2.27.(7)'],"['14_Part 5.Chapter 2.27.(4)', '14_Part 5.Chapter 1.22.(4)', '14_Part 3.Chapter 2.10.(6)', '14_Part 3.Chapter 2.11.(5)', '14_Part 5.Chapter 1.24.(3)', '14_Part 5.Chapter 2.27.(6)', '14_Schedule.Part 4', '17_Part 19.Chapter 1.227.(7)', '17_Part 19.Chapter 1.226.(8)', '13_APP11.A11.2.Guidance.7.']"
1727,['9_5.3.1'],"['9_5.3.1', '9_5.4.4.Guidance.(ii)', '9_5.4.4.Guidance.(iii)', '9_5.2.4', '9_5.4.3.(b)', '9_5.4.4.Guidance.(iv)', '9_5.4.4.Guidance.(i)', '9_5.4.4', '9_5.2.1', '9_5.2.2']"
1728,['1_5.1.1.Guidance.4.'],"['1_7.Guidance.4.', '1_7.Guidance.2.', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_7.Guidance.1.', '1_2.Guidance.8.', '13_3.21.1.Guidance.2.', '1_14.4.1.Guidance.2.', '1_7.Guidance.3.', '1_11.1.1.Guidance.3.', '1_11.1.1.(1)']"
1729,"['19_54)', '19_55)']","['13_APP4.A4.1.Guidance.34.', '19_52)', '19_55)', '19_53)', '19_51)', '19_54)', '37_4.5.d.', '13_6.6.1.Guidance.2.', '13_APP4.A4.1.Guidance.23.', '1_10.4.1']"
1730,['17_Schedule 1.Part 2.Chapter 18.74.(2)'],"['17_Schedule 1.Part 2.Chapter 18.74.(2)', '17_Schedule 2.25.', '17_Schedule 1.Part 2.Chapter 18.74.(4)', '17_Schedule 1.Part 2.Chapter 18.74.(3)', '17_Schedule 1.Part 2.Chapter 18.78.(5)', '17_Schedule 1.Part 2.Chapter 18.81.(1)', '17_Schedule 1.Part 2.Chapter 18.76.(5)', '17_Schedule 1.Part 2.Chapter 18.74.(5)', '17_Schedule 1.Part 2.Chapter 2.21.', '17_Schedule 1.Part 2.Chapter 18.77.(3)']"
1731,['17_Part 12.Chapter 3.147.(1)'],"['17_Part 12.Chapter 3.147.(1)', '17_Part 12.Chapter 3.148.(3)', '17_Part 12.Chapter 3.147.(3)', '17_Part 12.Chapter 3.141.(3)', '17_Part 12.Chapter 3.146.(2)', '17_Part 12.Chapter 3.147.(4)', '17_Part 12.Chapter 3.143.(1)', '17_Part 12.Chapter 3.143.', '13_4.9.12', '17_Part 12.Chapter 3.148.']"
1732,['3_5.3.1'],"['3_5.3.1', '3_5.11.1', '3_5.9.1', '3_5.13.1', '1_9.2.1.(2)', '3_5.13.5', '3_5.13.3', '6_PART 5.12.12.Guidance.4', '3_5.2.1', '3_5.4.1']"
1733,['13_3.10.12'],"['13_3.10.12', '13_3.10.15', '13_3.11.5', '13_3.10.14', '13_3.11.8.(1)', '13_3.12.8.(1)', '13_3.12.5', '13_3.11.7', '13_3.10.16.(1)', '13_3.12.7']"
1734,['6_PART 5.13.4.4'],"['7_6.6.8', '6_PART 8.20.2.4.Guidance.3', '9_6.4.1.(a)', '6_PART 5.13.5.1.(1)', '6_PART 8.20.3.11', '6_PART 5.16.3.8', '6_PART 8.20.3.3.Guidance.2', '6_PART 5.15.2.Guidance.2', '6_PART 5.13.3.15.(2)', '9_6.3.2.(a)']"
1735,['11_9.6.6'],"['5_9.3', '14_Part 5.Chapter 1.23.', '37_4.13.a.', '11_9.3.8.Guidance.2.', '6_PART 5.13.2.1.Guidance.3', '13_APP7.A7.1.1.Guidance.3.', '37_4.12.d.', '6_PART 5.16.3.9.Guidance.1', '11_9.6.6', '11_9.6.4']"
1736,['1_6.2.1.Guidance.2.'],"['1_6.2.1.Guidance.2.', '1_6.1.3.Guidance.7.', '1_8.3.2.Guidance on CDD.8.', '1_6.1.3.Guidance.6.', '19_38)', '36_D.4.10.', '19_40)', '1_6.1.1', '3_19.23.1.(4)', '3_20.14.1.(4)']"
1737,"['19_40)', '19_41)', '19_42)']","['14_Part 3.Chapter 1.7.(5)', '14_Part 3.Chapter 2.10.(6)', '13_APP11.A11.1.Guidance.10.', '14_Part 3.Chapter 2.11.(5)', '14_Part 3.Chapter 1.8.(4)', '31_18)', '31_17)', '30_16)', '31_16)', '30_15)']"
1738,['17_Part 6.55.(2)'],"['17_Part 6.54.(4)', '17_Part 6.54.(2)', '17_Part 6.54.(5)', '17_Part 6.53.(2)', '17_Part 6.55.(5)', '17_Part 6.53.(1)', '17_Part 6.55.(4)', '28_189)', '28_107)', '28_185)']"
1739,['17_Part 19.Chapter 2.233.(3)'],"['17_Part 11.Chapter 1.106.(5)', '13_11.2.3', '5_9.1.2', '15_Part 4.8.(1)', '16_Part 4.8.(1)', '11_6.', '17_Schedule 1.Part 2.Chapter 11.59.(2)', '13_APP6.A6.7.5', '17_Schedule 1.Part 2.Chapter 7.49.(2)', '17_Schedule 1.Part 3 .93.']"
1740,['34_74)'],"['34_74)', '34_40)', '34_32)', '34_11)', '34_31)', '34_13)', '34_29)', '34_95)', '34_25)', '34_10)']"
1741,['1_14.2.3.Guidance.10.'],"['1_14.2.3.Guidance.3.', '1_14.2.3.Guidance.7.', '1_14.2.3.Guidance.2.', '1_4.5.4', '1_2.Guidance.14.', '1_14.4.1.Guidance.2.', '1_11.2.1.Guidance.4.', '1_4.5.1', '1_9.3.2.(1)', '1_4.1.1.(2)']"
1742,['14_Part 6.Part 7.85.(3)'],"['14_Part 6.Part 7.85.(3)', '14_Part 6.Part 7.85.(1)', '17_Part 22.265.(4)', '14_Part 5.Chapter 2.32.', '14_Part 6.Part 7.84.(2)', '14_Part 6.Part 7.84.', '14_Part 6.Chapter 1.42.(2)', '15_Part 3.7.(2)', '16_Part 3.7.(2)', '14_Part 5.Chapter 2.30.(2)']"
1743,['1_12.3.1'],"['1_12.3.1', '27_2.5.11', '1_14.3.5.Guidance.1.', '3_20.14.2.Guidance.1.', '3_19.23.2.Guidance.1.', '1_12.1.1.(2)', '1_2.Guidance.3.', '1_2.Guidance.17.', '1_14.2.3.Guidance.5.', '17_Schedule 3.2.(2)']"
1744,"['19_135)', '19_137)', '19_139)']","['19_138)', '19_136)', '19_144)', '19_133)', '19_135)', '19_28)', '19_102)', '19_95)', '3_15.1.2.Guidance.3.', '19_169)']"
1745,"['36_D.3.2.', '36_D.3.5.']","['36_D.3.', '36_D.3.4.', '36_D.3.1.', '36_D.3.5.', '36_D.3.3.', '36_D.3.2.', '36_C.16.', '36_D.4.', '36_D.1.', '36_D.2.']"
1746,['12_2.3.3'],"['12_2.3.3', '12_APP2.A2.15.Guidance.3.', '11_APP 4.25.', '12_10.1.4', '12_APP2.A2.3.Guidance.1.', '7_3.3.2.(3).Guidance.4.', '13_APP4.A4.1.Guidance.50.', '12_2.3.4', '7_APP1.A1.1.Guidance.6.', '13_10.2.Guidance.1.']"
1747,['34_95)'],"['34_95)', '39_5.4', '11_4.15.7', '39_5.5', '11_4.15.11', '11_4.15.13.Guidance', '24_3.10', '12_APP2.A2.4.Guidance.1.', '39_1.3', '11_4.16']"
1748,"['21_31)', '1_4.3.1']","['1_4.3.1', '21_31)', '7_5.2.8', '19_118)', '10_2.5.2', '27_2.5.2', '27_3.5.1', '19_113)', '14_Part 6.Chapter 5', '19_115)']"
1749,['3_22.4.4'],"['34_24)', '34_28)', '17_Part 2.Chapter 1.5A.(1)', '3_22.8.1', '3_22.7.2', '34_101)', '3_22.4.1', '34_98)', '34_22)', '34_80)']"
1750,['1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.'],"['1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '1_8.3.2.Guidance on CDD.9.', '1_9.3.1B.Guidance.3.', '1_8.3.2.Guidance on CDD.8.', '1_4.5.1.Guidance', '1_8.4.1.Guidance.5.', '1_8.7.1.Guidance.1.', '1_9.3.1B.Guidance.2.', '1_8.4.1', '1_9.1.1.(5)']"
1751,['3_17.4.1'],"['33_113)', '19_46)', '40_6.2.', '27_11.1.2', '11_5.2.6', '40_SECTION III.B.6.', '28_116)', '27_11.1.1', '11_7.7.1.(2)', '3_22.6']"
1752,['19_28)'],"['19_28)', '33_98)', '19_47)', '34_7)', '19_121)', '19_8)', '33_101)', '33_10)', '34_21)', '19_29)']"
1753,['17_Part 2.Chapter 2.9.(3)'],"['17_Part 2.Chapter 2.9.(3)', '17_Part 12.Chapter 1.130.(4)', '3_8.6.6', '6_PART 5.17.1.2', '13_APP5.A5.1', '6_PART 5.11.1.6.Guidance.1', '6_PART 5.12.14.1', '22_5.2.(4)', '27_2.5.3', '22_5.2.(3)']"
1754,['13_APP4.A4.3.22'],"['13_APP4.A4.3.21', '13_APP4.A4.3.22', '13_APP6.A6.9.2.Guidance.4.', '13_APP6.A6.9.3.Guidance.2.', '13_APP6.A6.9.1.Guidance.7.', '13_APP4.A4.3.22.Guidance.4.', '13_APP4.A4.3.23', '13_APP4.A4.3.10', '13_4.13.13.(2)', '13_APP4.A4.3.23.Guidance']"
1755,['1_5.1.1'],"['1_2.Guidance.3.', '1_5.1.1.Guidance.2.', '1_1.2.1.(1)', '1_5.1.1', '1_10.4.1', '27_2.5.11', '1_13.1.1', '1_4.4.1', '1_1.3.3.(1)', '17_Part 2.Chapter 4.15B.(3)']"
1756,['11_5.2.3.(1)'],"['11_5.2.8', '11_5.2.7', '11_5.2.3.(1)', '11_5.2.4.(2)', '11_5.2.5', '11_5.2.6', '11_5.2.9', '11_5.2.2', '17_Part 6.Chapter 2.83.(2)', '40_SECTION VI']"
1757,"['27_3.2.2', '7_3.3.41.(3).Guidance.9.']","['27_3.2.2', '27_3.1.8', '36_D.4.2.', '36_C.15.', '27_7.7.1', '27_3.2.19', '27_7.4.2', '36_D.4.11.', '27_7.5.2', '13_4.14.3']"
1758,['34_45)'],"['34_45)', '34_44)', '1_9.3.1A', '3_15.5.2.Guidance.1', '3_19.15.2.(3)', '19_83)', '34_42)', '39_2.9', '1_2.Guidance.9.', '3_14.7.2']"
1759,"['7_6.6.1', '7_6.6.2']","['7_6.6.1', '13_3.6A.8.Guidance', '10_6.5.3', '3_15.9.6.Guidance.3.', '3_14.11.9.Guidance.2.', '7_6.6.1.Guidance', '10_1.1.4', '10_7.5.2', '7_1.2.Guidance.5.', '13_3.6A.7.(1)']"
1760,['17_Part 19.Chapter 2.233.(3)'],"['17_Part 19.Chapter 2.233.(3)', '27_7.7.2', '27_8.5.2', '27_8.6.2', '16_Part 1.2.(3)', '15_Part 1.2.(3)', '17_Part 18.220.', '27_6.2.6', '17_Part 19.Chapter 2.232.(1)', '17_Part 2.Chapter 2.11.']"
1761,['31_58)'],"['31_58)', '30_113)', '30_110)', '31_55)', '31_54)', '11_APP 7.A7.1.3', '30_109)', '30_83)', '10_3.5.11', '31_59)']"
1762,['14_Part 6.Chapter 2.49.(7)'],"['14_Part 6.Chapter 2.52.(5)', '27_11.1.2', '16_Part 4.11.(1)', '14_Part 6.Chapter 2.50.(1)', '40_6.2.', '3_19.15.1.(1)', '16_Part 3.7.(1)', '40_2.', '36_A.1.', '16_Part 3.6.(1)']"
1763,['30_66)'],"['30_58)', '30_55)', '30_57)', '30_56)', '30_62)', '30_59)', '11_11.7.3', '11_11.7.6', '30_64)', '11_11.7.4']"
1764,['13_6.Introduction.Guidance.2.'],"['13_6.Introduction.Guidance.2.', '13_6.12A.4.Guidance.4.', '13_6.12A.4', '13_6.12A.4.Guidance.3.', '3_5.6.1', '13_6.12.2', '13_6.12A.4.Guidance.2.', '3_5.6', '3_5.6.2', '13_6.12.2.Guidance.1.']"
1765,['34_49)'],"['34_49)', '6_PART 5.12.3.10', '19_140)', '19_139)', '19_160)', '34_24)', '34_28)', '34_59)', '34_101)', '34_44)']"
1766,['17_Part 12.Chapter 3.148.(1)'],"['17_Part 12.Chapter 3.144.', '17_Part 12.Chapter 3.143.', '17_Part 12.Chapter 3.148.', '13_4.13.19.Guidance.3.', '17_Part 12.Chapter 3.146.(2)', '17_Part 12.Chapter 3.144.(1)', '7_7.2.6.Guidance', '17_Part 12.Chapter 3.148.(3)', '27_9.2', '17_Part 12.Chapter 3.143.(1)']"
1767,['6_PART 5.13.3.6.(1)'],"['6_PART 5.13.3.17', '6_PART 5.13.3.7.(3)', '7_3.3.41.(2)', '6_APP 4.Guidance.Pricing_and_valuation_checks_by_oversight_arrangement.24', '6_PART 5.13.3.Guidance.1', '28_27)', '11_7.2.3.(2)', '6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.9', '6_PART 5.13.3.8', '6_PART 5.12.5.2.(2)']"
1768,"['3_3.8.18', '1_8.4.1.Guidance.4.', '3_3.8.9']","['1_8.4.1.Guidance.4.', '1_7.1.3.Guidance on high-risk customers .4.', '27_9.2', '20_1.1.', '6_PART 2.4.1.9.Guidance.2', '27_7.5.2', '27_7.4.2', '6_PART 8.20.3.4', '1_8.1.2.(2)', '11_7.2.3.(3)']"
1769,"['28_10)', '28_11)']","['28_116)', '28_28)', '28_64)', '28_119)', '28_65)', '28_10)', '28_77)', '28_69)', '28_117)', '28_7.2.1']"
1770,['1_8.1.2.(2)'],"['1_8.1.2.(2)', '1_9.1.1.(5)', '1_8.6.1', '1_14.4.1.Guidance.2.', '1_7.Guidance.4.', '1_8.4.1.Guidance.1.', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_7.Guidance.1.', '1_11.2.1.Guidance.10.', '1_2.Guidance.9.']"
1771,['1_2.Guidance.3.'],"['1_2.Guidance.3.', '1_2.Guidance.23.', '1_2.Guidance.25.', '19_43)', '1_1.3.3.(1)', '1_2.Guidance.5.', '1_1.3.1', '1_1.2.1.(1)', '1_2.Guidance.27.', '33_111)']"
1772,['1_4.5.6'],"['1_4.5.6', '1_9.1.2.Guidance.4.', '37_4.3', '1_9.2.2.Guidance.2.', '7_8.1.4', '23_3.5.2', '9_5.4.7.(d).Guidance.(v)', '1_4.5.5', '19_113)', '30_28)']"
1773,['19_64)'],"['19_64)', '19_53)', '21_49)', '3_19.23.1.(1)', '3_19.23.1.(2)', '19_116)', '21_32)', '3_20.14.1.(1)', '3_20.14.1.(2)', '19_51)']"
1774,['14_Part 5.Chapter 4.37.(2)'],"['14_Part 5.Chapter 4.38.(1)', '14_Part 5.Chapter 4.37.(2)', '14_Part 5.Chapter 4.38.(2)', '14_Part 5.Chapter 4.37.(1)', '14_Part 5.Chapter 4.36.(1)', '27_7.6.2', '6_PART 8.20.4.9', '14_Part 6.Chapter 3.63.(5)', '14_Part 6.Chapter 3.63.(4)', '22_1.(13)']"
1775,['2_6.9.2'],"['2_6.9.2', '2_6.9.10', '2_10.2.7', '2_6.9.11', '12_APP8.A8.9.Guidance', '2_2.3.10.(2)', '2_10.3.2.(1)', '2_6.9.6', '12_APP6.A6.9.Guidance', '13_APP7.A7.3.4.Guidance.5.']"
1776,['11_9.3.12'],"['11_9.3.12', '11_9.3.9', '11_9.3.13', '11_9.7.4.(10)', '11_1.2.Guidance.9.', '11_4.9.1.Guidance', '1_8.4.1.Guidance.7.', '13_3.7.3.(1)', '17_Part 6.Chapter 2.81.', '13_3.7.3.(2)']"
1777,['7_8.8.1.(3)'],"['7_8.8.1.(3)', '7_8.8.1.Guidance', '27_3.2.7', '7_8.9.2', '27_3.2.8', '14_Part 5.Chapter 1.22.(5)', '3_9.6.5', '3_9.2.3', '14_Part 5.Chapter 1.22.(3)', '10_8.2.1']"
1778,['34_44)'],"['34_44)', '34_50)', '3_22.4.5', '34_42)', '34_32)', '34_39)', '19_154)', '34_35)', '3_22.4.1', '34_28)']"
1779,['7_3.3.41.(3).Guidance.7.'],"['7_3.3.41.(3).Guidance.7.', '7_APP1.A1.1.Guidance.9.', '7_APP1.A1.2.Guidance.1.', '11_APP 4.5.', '13_APP4.A4.11.8.Guidance.1.', '13_APP4.A4.9.2', '13_9.2.2.Guidance', '7_APP1.A1.1.Guidance.15.', '7_APP1.A1.1.Guidance.14.', '7_8.10.14.Guidance.2.']"
1780,"['33_138)', '29_3.7', '33_121)']","['33_121)', '34_103)', '33_98)', '19_172)', '33_26)', '19_47)', '33_77)', '33_135)', '33_101)', '33_76)']"
1781,['13_4.15.13'],"['13_4.15.13', '13_4.15.17.Guidance', '13_4.13.14', '13_4.13.16', '13_4.13.15', '13_4.13.3.Guidance.1.', '13_4.13.3.(2)', '13_4.13.13', '13_4.14.4', '13_4.13.4.(2)']"
1782,['19_177)'],"['19_176)', '19_177)', '34_107)', '33_125)', '19_171)', '34_108)', '19_173)', '33_126)', '34_102)', '29_4.3']"
1783,['30_32)'],"['30_32)', '11_11.8.5', '11_11.3.2', '30_91)', '30_127)', '11_11.12.3', '11_11.12.2.Guidance', '30_69)', '11_11.9.4', '30_107)']"
1784,['13_3.6A.5.Guidance.4.'],"['13_3.6A.2', '13_3.6A.7.Guidance', '13_3.6A.4', '13_3.6A.3.(1)', '13_APP3.A3.2.Guidance.8.', '13_3.6A.5.Guidance.4.', '13_3.6A.7.(2)', '13_3.6A.7.(1)', '13_3.6A.5.Guidance.3.', '13_3.6A.1']"
1785,"['12_6.5.1', '12_6.5.3']","['12_6.6.6', '2_2.3.7.(6)', '7_6.6.9', '17_Part 6.Chapter 2.80.', '12_6.7.2.(5)', '7_6.6.1', '17_Part 15.193.', '7_6.6.7', '11_10.2.7', '7_3.1.1.(5).Guidance.1.']"
1786,['14_Part 3.Chapter 2.12.(6)'],"['14_Part 3.Chapter 2.12.(6)', '14_Part 3.Chapter 2.12.(5)', '14_Part 3.Chapter 1.9.(4)', '14_Part 3.Chapter 1.9.(5)', '14_Part 5.Chapter 1.26.(1)', '14_Part 3.Chapter 2.10.(5)', '14_Part 6.Chapter 2.55.(14)', '14_Part 3.Chapter 2.10.(1)', '14_Part 3.Chapter 1.8.(1)', '14_Part 6.Chapter 2.55.(13)']"
1787,['10_2.5.5'],"['10_2.5.5', '10_2.5.6.Guidance', '10_2.5.6', '27_9.2', '17_Part 12.Chapter 1.126.', '10_2.2.1', '10_2.3.3', '7_APP1.A1.2.Guidance.3.', '10_2.5.1', '10_2.2.1.Guidance']"
1788,['17_Part 17.213.(4)'],"['17_Part 17.213.(4)', '27_9.2', '27_6.5.6', '27_6.3.9', '12_5.6.3', '2_6.11.3', '3_20.8.2.(3)', '3_20.14.3.(2)', '3_20.14.3.(3)', '3_20.6.1']"
1789,"['1_7.1.1.(3)', '12_2.3.3', '34_49)']","['1_7.1.1.(3)', '1_7.1.3.Guidance on high-risk customers .2.', '1_8.6.2.Guidance.2.', '6_APP 4.Guidance.Pricing_controls_by_the_Fund_Manager.13', '1_4.5.3', '40_SECTION V.C.1.', '1_8.3.2.(3)', '28_75)', '1_10.3.2.(3)', '6_PART 5.11.1.1.(2)']"
1790,['13_5.2.1.(3)'],"['7_APP1.A1.1.Guidance.1.', '7_3.3.2.(3).Guidance.4.', '7_APP1.A1.2.Guidance.3.', '7_APP1.A1.2.Guidance.5.', '7_3.3.2.(3).Guidance.3.', '7_3.3.42.(1)', '7_8.10.14.Guidance.2.', '7_3.3.2.(1)', '7_APP1.A1.1.Guidance.3.', '7_APP1.A1.1.Guidance.4.']"
1791,['31_94)'],"['31_94)', '30_135)', '31_95)', '31_97)', '28_2)', '31_93)', '31_80)', '33_36)', '30_138)', '30_136)']"
1792,['11_9.2.10'],"['11_APP 4.2.', '11_9.2.10', '11_9.2.2.Guidance.1.', '11_APP 4.1.', '11_9.2.2.Guidance.2.', '11_9.2.2.Guidance.3.', '11_9.3.2.Guidance', '11_9.2.10.Guidance.3.', '7_6.6.8', '11_10.1.3A.(1)']"
1793,['3_6.4.4.(a)'],"['3_6.4.4.(a)', '3_6.2.4', '3_6.4.3.Guidance.1', '3_6.5.2', '3_6.4.1.(a)', '3_6.4.3', '3_6.4.1.(c).Guidance.1', '3_6.4.2', '3_3.4.2.(a)', '3_6.4.1.(b)']"
1794,['39_4.1'],"['39_3.3', '39_5.3', '39_4.1', '37_4.11', '3_3.2.1', '7_9.12.1', '3_7.3.1.(a)', '19_141)', '13_6.3.2', '11_7.7.1.(2)']"
1795,"['11_10.1.7.(2)', '30_43)']","['30_43)', '30_28)', '11_11.12.3', '30_44)', '30_57)', '30_48)', '30_66)', '31_49)', '30_55)', '11_11.12.2.Guidance']"
1796,['1_6.1.3.Guidance.4.'],"['1_6.1.3.Guidance.4.', '1_14.3.5.Guidance.2.', '1_14.2.3.Guidance.10.', '1_3.1.1', '1_11.1.1.Guidance.2.', '1_14.2.3.Guidance.2.', '1_2.Guidance.2.', '1_11.2.1.(2)', '1_2.Guidance.11.', '17_Part 2.Chapter 4.15A.(2)']"
1797,['13_10.Introduction.Guidance.1.'],"['13_6.2.2.Governing Body responsibilities.2.', '13_6.2.2.Guidance.2.', '13_6.4.1.Guidance.4.', '13_6.Introduction.Guidance.1.', '12_APP2.A2.3.Guidance.3.', '7_8.10.14.Guidance.2.', '13_6.2.1.(2)', '10_4.7.8', '13_7.4.2.(2)', '13_6.2.2.Senior Management Responsibilities.2.']"
1798,"['1_8.3.2.Guidance on CDD.9.', '19_76)']","['1_8.3.2.Guidance on CDD.9.', '7_3.3.40.Guidance_1', '1_6.1.3.Guidance.6.', '1_9.3.1B.Guidance.3.', '1_8.3.2.Guidance on CDD.8.', '24_3.4', '1_9.3.1B.Guidance.2.', '39_6.3', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '22_1.(14)']"
1799,"['28_54)', '9_6.1.3.(a)']","['9_6.1.3.(a)', '9_6.1.3.(b)', '9_6.5.1', '9_6.5.1.Guidance.(iii)', '9_6.2.1.(a)', '9_6.4.1.(a)', '9_6.2.6.(a)', '9_6.2.2.(a)', '9_6.3.1', '9_6.2.1.(c).Guidance.(iv)']"
